,Review,Sentiment
6609,Wonderful Good productREAD MORE,1
6610,"Just wow! replacement came bit late, perfect shuttle with perfect priceREAD MORE",1
6611,Hated it! Prompt Delivery and Product is as expected.READ MORE,1
6612,Worth the money Excellent for Badminton court.. And especially  beginnersREAD MORE,1
6613,Did not meet expectations good productREAD MORE,1
6614,Excellent goodREAD MORE,1
6615,Simply awesome superb niceREAD MORE,1
6616,Classy product niceREAD MORE,1
6617,"Fair delivery is too bad .,,...but product is goodREAD MORE",1
6618,Really Nice niceREAD MORE,1
6619,Brilliant goodREAD MORE,1
6620,Not recommended at all originalREAD MORE,1
6621,Awesome low qualityREAD MORE,0
6622,Terrific greatREAD MORE,1
6623,Fabulous! The shuttles look genuine but are suuuperrrrr slow. Can't play with them. Really disappointed.READ MORE,0
6624,Classy product Very bad quality shuttle.....and very very pathetic packing....READ MORE,1
6625,Happy. Delivery was super.Product is goodREAD MORE,1
6626,Good AmazingREAD MORE,1
6627,Great product one or tow damageREAD MORE,1
6628,Wonderful thanksREAD MORE,1
6629,Horrible Best buy. Good quality Shuttle. No cons.READ MORE,1
6630,Just okay very bad qualityREAD MORE,0
6631,Excellent Good quality..READ MORE,1
6632,Just wow! very much delayed delivery. product is genuine.READ MORE,1
6633,Best in the market! nice shuttleREAD MORE,1
6634,Not recommended at all PerfectREAD MORE,1
6635,Great product All shuttles were in good condition.READ MORE,1
6636,Just wow! GoodREAD MORE,1
6637,playing with this since very long nice product and speedy deliveryREAD MORE,1
6638,Very Good niceREAD MORE,1
6639,4 The box had got crushed in the cardboard box. Please don't pack in thin cardboard boxes. Instead pack it in plastic covers along with the bubble sheet wrapped around the box. This way the shuttles won't get damaged. Slightly out of shape......the shuttlles will not perform at all... So next time I order shuttles I expect a proper delivery without damage or else I will return.READ MORE,0
6640,"Super! Out of 6 shuttle , 4 of them were good,  2 of them were bad.READ MORE",1
6641,Very poor Nice productsREAD MORE,1
6642,Highly recommended good qualityREAD MORE,1
6643,Perfect product! Nice product by FlipkartREAD MORE,1
6644,Terrific purchase not goodREAD MORE,0
6645,Fabulous! it's original. You can check it on Yonex website. and it is definitely at lower price than nearby shopsREAD MORE,1
6646,Must buy! superb product and delivered before expected dateREAD MORE,1
6647,Worst experience ever! I am a regular user of this product. I am happy that i bought it on deal.READ MORE,1
6648,"Great product Very good, slow shuttle speed like pro shuttles. Balanced , durable.Go for it.READ MORE",1
6649,Terrific Very goodREAD MORE,1
6650,Perfect product! Quality is good.READ MORE,1
6651,Wonderful bad qualityREAD MORE,0
6652,Good choice it's genuine . correct flight for outdoor conditionREAD MORE,1
6653,Highly recommended nice shuttleREAD MORE,1
6654,Value-for-money awesome productREAD MORE,1
6655,Best in the market! Good productREAD MORE,1
6656,Delightful Genuine productREAD MORE,1
6657,Wonderful Quality is not good enoughREAD MORE,0
6658,Great product Best shuttle out there for every talent group.READ MORE,1
6659,Worth every penny I always preffered Mavis 350 Slow for My indoor Court. Best one 👌👌READ MORE,1
6660,Great product goodREAD MORE,1
6661,Best in the market! As expected nice quality and quantity.READ MORE,1
6662,Wonderful useable...goodREAD MORE,1
6663,Useless product Product is in good condition and received on timely also the behaviour of the sales is very politeREAD MORE,1
6664,Did not meet expectations Good and fast shuttle..lasts longREAD MORE,1
6665,Bad quality GoodREAD MORE,1
6666,Worst experience ever! nice shuttles.... although it gets bit fast after few shotsREAD MORE,1
6667,Absolute rubbish! On-time deliveryREAD MORE,1
6668,"Worth every penny nice,READ MORE",1
6669,Great product For daily practice the best shuttle you can have. Very SatisfiedREAD MORE,1
6670,Delightful Very nice shuttles compared to other shuttles it's very goodREAD MORE,1
6671,Highly recommended great price 609 and good qualityREAD MORE,1
6672,Good good ... just used one but it lasted long... as little experienced find the slowing down of cork little awkwardREAD MORE,1
6673,Could be way better flirty quality corckREAD MORE,0
6674,Excellent very worst quality after playing 2 to 3 games cork HOVERINGREAD MORE,0
6675,"Terrible product product is good, but worst customer service took them 2 weeks to deliver itREAD MORE",0
6676,Simply awesome counterfeit productREAD MORE,0
6677,Classy product poor qualityREAD MORE,0
6678,"Just wow! Long lasting,nice one,good smashe,good qualityREAD MORE",1
6679,Excellent Long durable  superb ShuttleREAD MORE,1
6680,Must buy! Not badREAD MORE,1
6681,Fabulous! Slow is betterREAD MORE,1
6682,Wonderful quality is not goodREAD MORE,1
6683,Best in the market! the shuttle box was tampered and shuttled tooREAD MORE,0
6684,Highly recommended I am be happyREAD MORE,1
6685,Worth every penny oldREAD MORE,0
6686,"Brilliant Worth to buy, lasting for two days for two hours of play.READ MORE",1
6687,Expected a better product good value for moneyREAD MORE,1
6688,Perfect product! Good product... long lastingREAD MORE,1
6689,Fabulous! Good.. Nice quality and useful priceREAD MORE,1
6690,Worth every penny Super Excellent product at best price.... It also original verified....READ MORE,1
6691,Worth every penny available cheaper in local sports ShopREAD MORE,1
6692,Excellent superREAD MORE,1
6693,Terrific niceREAD MORE,1
6694,Nice nice productREAD MORE,1
6695,Nice it's worth of moneyREAD MORE,1
6696,Fabulous! very goodREAD MORE,1
6697,Great product goodREAD MORE,0
6698,"Fair The product is awesome, got the delivery in 2 days.READ MORE",1
6699,Brilliant good cualityREAD MORE,1
6700,Super! GoodREAD MORE,1
6701,Nice product yonex 350 upto markREAD MORE,1
6702,Does the job The best shuttleREAD MORE,1
6703,Highly recommended Excellent productREAD MORE,1
6704,Good quality product Quality is not so goodREAD MORE,1
6705,Great product goodREAD MORE,1
6706,Terrific purchase Good proddectREAD MORE,1
6707,Very Good really nice.....very durable and nice quality al well... perfect for practicing professional and for regular use tooREAD MORE,1
6708,Highly recommended goodREAD MORE,1
6709,Worth the money GooodREAD MORE,1
6710,Simply awesome amazingREAD MORE,1
6711,Excellent not badREAD MORE,1
6712,Nice Quality of product is very poor. Green cap is recommended for slow. But It was fast while playingREAD MORE,1
6713,Just wow! superREAD MORE,1
6714,Fabulous! nice oneREAD MORE,1
6715,Nice product slow shuttle with good flight and superb accuracy.READ MORE,1
6716,Must buy! goodREAD MORE,1
6717,Nice product very goodREAD MORE,1
6718,Wonderful GoodREAD MORE,1
6719,Brilliant Many a time when I buy shuttlecocks from elsewhere it starts wobbling after a match or so. But these shuttles were great. A single shuttle  easily last around 10 matches. Reliable I would say! And on time delivery by Flipkart.READ MORE,1
6720,Excellent Very nice quality and especially for indoor this colored ones helps for better Visibility.READ MORE,1
6721,Simply awesome nice productREAD MORE,1
6722,Not good A couple of shuttles had more speed than expected. Overall good product.READ MORE,1
6723,Highly recommended NiceREAD MORE,1
6724,Brilliant AmazingREAD MORE,1
6725,Classy product its a very good productREAD MORE,1
6726,Fabulous! always preferred choice this one...I like itREAD MORE,1
6727,Brilliant good quality but on the slower side even for outdoor.READ MORE,1
6728,Wonderful excellent product thanksREAD MORE,1
6729,Good Very nycREAD MORE,1
6730,Excellent product is as expected. but the one that I am very satisfied is with the delivery. ordered the night before and received the product in hand by 8AM next day. 5/5 to the seller for quick deliveryREAD MORE,1
6731,Classy product niceREAD MORE,1
6732,Highly recommended goodREAD MORE,0
6733,Terrific Excellent product with very fast delivery ...wonderful service Flip KartREAD MORE,1
6734,Classy product excellentREAD MORE,1
6735,Excellent goodREAD MORE,1
6736,Fabulous! supperREAD MORE,1
6737,Mind-blowing purchase highly durableREAD MORE,1
6738,Classy product superbREAD MORE,1
6739,Super! better 👍READ MORE,1
6740,Just wow! PRODUCT IS OF VERY GOOD QUALITY BUT PROPER ATTENTION SHOULD BE GIVEN TO DELICATE ITEMS DURING TRANSPORTATION.READ MORE,1
6741,Fabulous! good qualityREAD MORE,1
6742,Horrible Good product.Worth for priceREAD MORE,1
6743,Fabulous! wonderfulREAD MORE,1
6744,Excellent fineREAD MORE,1
6745,Terrific Very good product..READ MORE,1
6746,Simply awesome awesomeREAD MORE,1
6747,Just okay this is original yonex good shuttle lasts long and flight path is excellent for outdoorsREAD MORE,1
6748,Terrific Nice productREAD MORE,1
6749,Wonderful fast delivery ....thanks fksuper original productsREAD MORE,1
6750,Expected a better product nice productREAD MORE,1
6751,Expected a better product goodREAD MORE,1
6752,Worth every penny packing of the box is not good one of the shuttle got tear due to worst packingREAD MORE,0
6753,Wonderful nice productREAD MORE,1
6754,Terrific purchase Good productREAD MORE,1
6755,Nice product no words... simply superbREAD MORE,1
6756,Perfect product! goodREAD MORE,1
6757,Worth every penny fast shuttles.READ MORE,1
6758,Best in the market! goodREAD MORE,1
6759,Brilliant best shuttle thanku flippant ☺😊😇😇READ MORE,1
6760,Nice Product is not goodREAD MORE,0
6761,"Really Nice I honestly had a bad experience with it. The shuttles looked fine but after 3-4 games, I would say intermediate level, it started tearing off.READ MORE",0
6762,Nice product Happy with this productREAD MORE,1
6763,Super! exlent superREAD MORE,1
6764,Super! Very goodREAD MORE,1
6765,Good reliable shuttle! RecommendREAD MORE,1
6766,Excellent GoodREAD MORE,1
6767,Just wow! It is best product. I am using it from one month it is still goodREAD MORE,1
6768,Bad quality Shuttles quality not up to markREAD MORE,1
6769,Useless product I am playing from 3 yrs and I got this the best shuttleREAD MORE,1
6770,Moderate It's very fast shuttle But after playing 1 day its okREAD MORE,1
6771,Pretty good overall good but some times shuttles are way fast to play i.e I used to order 4 pack a month and every 1 or 2 month 1 of the pack all the shuttles are having this issue may be duplicate..READ MORE,1
6772,Brilliant nice corkREAD MORE,1
6773,Worth the money good oneREAD MORE,1
6774,Delightful nicee product use fulREAD MORE,1
6775,Pretty good Good shuttle for indoor use. We are a bunch of intermediate to advances shuttlers and the flight of these greencap shuttles is good. There can be some variation though from one box to another in the speed.The shuttle lasts a long time and that can be a problem because the flight pattern changes after say 12-15 games. So you may want to toss the shuttle once it reaches that stage.Overall a very good value for money plastic shuttle that plays somewhat similar to feather but lasts a lot lon...READ MORE,1
6776,Just okay supperREAD MORE,1
6777,Just okay found genuine and delivered well on time.READ MORE,1
6778,Pretty good niceREAD MORE,0
6779,Must buy! All Ball shakes....very Bad...READ MORE,0
6780,Utterly Disappointed the shuttle was not good very slow and it broke in 1 day one shuttle . where was I purchased offline it was going for 3 daysREAD MORE,0
6781,Terrific GoodREAD MORE,1
6782,Fair original one good qualityREAD MORE,1
6783,Mind-blowing purchase Long lasting. Good Quality. This shuttle is good for begineers.READ MORE,1
6784,Best in the market! Good productREAD MORE,1
6785,Simply awesome SuperREAD MORE,1
6786,Not good the shuttlecock speed is fast compared to what my friend's bought. I doubt the quality of the packREAD MORE,1
6787,Simply awesome Product Good... But delivery delay in Bangalore city inside itself...HmmREAD MORE,1
6788,Highly recommended genuine product but packaging is wrostREAD MORE,1
6789,Pretty good product is too much good but packaging are not good. please improve your packaging sir/mam.....ThankuREAD MORE,1
6790,"Wonderful very bad, cheap quality, high cost, watage of money.READ MORE",0
6791,"Decent product good ,it's originalREAD MORE",1
6792,Just okay Durability of MAVIS 350 SHUTTLE CORKS is not to the expected level now the quality has decreased please check and revert backREAD MORE,1
6793,Just okay Buying yonex online will always benefit you cost wise. My only complaint is that the box was a bit squashed due to transportation.READ MORE,1
6794,Very Good very much durable for Rs.701  its awesome ...very durable ..READ MORE,1
6795,Worth the money love itREAD MORE,1
6796,Perfect product! best shuttle in this price range .but this one was very bad whole box lasted only for 18 days .as I am regular buyer this box lasts for minimum of 40 days.but maybe the old stock was given this time . although the best product in this price tangeREAD MORE,0
6797,Excellent Good stuff.READ MORE,1
6798,Useless product awesomeREAD MORE,1
6799,Very Good goodREAD MORE,1
6800,Brilliant Good product...READ MORE,1
6801,"Classy product packing not Well, your packing not protect to productREAD MORE",1
6802,Highly recommended good oneREAD MORE,1
6803,Simply awesome shipping was not handled well and shuttles overturned by thatREAD MORE,1
6804,"Just wow! plastic cover was torn slightly, product goodREAD MORE",1
6805,Wonderful good productREAD MORE,1
6806,Excellent yoo...got orignal product😊READ MORE,1
6807,Value-for-money Nice Shuttles.READ MORE,1
6808,Wonderful i can't rate it. its too High price than offline...READ MORE,0
6809,Nice product is good but service is worstREAD MORE,1
6810,Good one good shuttle close to feather speedREAD MORE,1
6811,Could be way better Genuine product. Great delivery time. Totally Satisfied.READ MORE,1
6812,Terrific super qualityREAD MORE,1
6813,Fabulous! Recive original product thanksREAD MORE,1
6814,Nice product packing and parsal both are good qualityREAD MORE,1
6815,Wonderful niceREAD MORE,1
6816,Fabulous! good qualityREAD MORE,1
6817,Value-for-money GreatREAD MORE,1
6818,Simply awesome orginal mavis 350...gd productREAD MORE,1
6819,Decent product not goodREAD MORE,1
6820,Worth every penny Good productREAD MORE,1
6821,"Classy product Good, but looks like old stockREAD MORE",0
6822,Classy product I received the product safeREAD MORE,1
6823,Terrific good oneREAD MORE,1
6824,Best in the market! genuine product delivered...READ MORE,1
6825,"Good quality product some of bird heads are stained with little mud. I was worried whether these are used ones, but those are good in flight and quality.READ MORE",1
6826,Worth the money Its original. Verified by its scratch code.READ MORE,1
6827,Nice product same good qualityREAD MORE,1
6828,Awesome nice app reliable and genuine products are delivered  thanksREAD MORE,1
6829,Must buy! Shuttle is too slow not as what we get from the offline marketREAD MORE,1
6830,Superb! goodREAD MORE,1
6831,Utterly Disappointed Great product. But charges was high in online purchases near by sports shopREAD MORE,1
6832,Useless product fantasticREAD MORE,1
6833,Fabulous! impressiveREAD MORE,1
6834,Wonderful good productREAD MORE,1
6835,Worth every penny good qualityREAD MORE,1
6836,Good it's good productREAD MORE,1
6837,Yonex Good and very fast deliveryREAD MORE,1
6838,Excellent good price 700/-READ MORE,1
6839,Terrific purchase goodREAD MORE,1
6840,Best in the market! Fantastic Quality!READ MORE,1
6841,Brilliant Don't buy this product from flipkart. All the shuttle from the box are wobbling.READ MORE,0
6842,Best in the market! Total barrel was bad.READ MORE,0
6843,Highly recommended great and cheap as per marketREAD MORE,1
6844,Perfect product! As always a good PickREAD MORE,1
6845,Wonderful nice product...u can go for itREAD MORE,1
6846,Value-for-money GoodREAD MORE,1
6847,Classy product Good productREAD MORE,1
6848,Not recommended at all this is the best ever i have recieved everREAD MORE,1
6849,Really Nice Gud shuttle... Worth the penny...READ MORE,1
6850,Did not meet expectations good in lessREAD MORE,1
6851,Just okay HappyREAD MORE,1
6852,"Perfect product! excellent quality, strong shuttle for practice, very much durableREAD MORE",1
6853,Super! very worst shuttle comeREAD MORE,1
6854,Worth every penny Good product. Genuine. Delivery on time.READ MORE,1
6855,Not good ExcellentREAD MORE,1
6856,Wonderful nice oneREAD MORE,1
6857,Decent product greatREAD MORE,1
6858,"Must buy! worst standard of packing and product. box was already crushed from one side, no fillers to protect the box. shuttle container lid is so cheap and thin that it's almost see through type of lid. Flipkart and Yonex should check the authenticity of the product and sellerREAD MORE",0
6859,Best in the market! Good productREAD MORE,1
6860,Decent product Very poor quality shuttles. Not withstanding even one hour singles gameREAD MORE,0
6861,Awesome there are 2 damaged shuttles out of 6..not satisfiedREAD MORE,1
6862,Great product GoodREAD MORE,1
6863,Pretty good niceREAD MORE,1
6864,Pretty good Awesome productREAD MORE,1
6865,Absolute rubbish! badREAD MORE,0
6866,Excellent the price is high.. in local market RS 50 lessREAD MORE,1
6867,Perfect product! ok seems okREAD MORE,1
6868,Nice genuine product...READ MORE,1
6869,Decent product good qualityREAD MORE,1
6870,Simply awesome These shuttles are different compared with what we buy from showroom.. Don't know the exact reason. These shuttles look like cheaper quality. That's why a three star...READ MORE,1
6871,Pretty nice good conditionREAD MORE,1
6872,Perfect product! GoodREAD MORE,1
6873,Just wow! okREAD MORE,1
6874,Terrific purchase OkREAD MORE,1
6875,nice product 2 out of 6 shuttles were defective.READ MORE,0
6876,Unsatisfactory niceREAD MORE,1
6877,Awesome thank youREAD MORE,1
6878,Wonderful quite wellREAD MORE,1
6879,Must buy! suttles are good but packing is very poorREAD MORE,1
6880,Brilliant very niceREAD MORE,1
6881,Pretty good These are really nice shuttle under a good price range.READ MORE,1
6882,Pretty good good qualityREAD MORE,1
6883,Brilliant nice one...READ MORE,1
6884,Super good productREAD MORE,1
6885,Terrific nice and durable..slow speedREAD MORE,1
6886,Terrific Bad qualityREAD MORE,0
6887,Must buy! I am playing badminton from last 6 month. Quality has been good so far but I believe they will make better Shuttle in coming soon.READ MORE,1
6888,Classy product niceREAD MORE,1
6889,Worth every penny good qualityREAD MORE,1
6890,Fair it was good product niceREAD MORE,1
6891,Decent product good qualityREAD MORE,1
6892,Nice product nice product. Reached earlier than expectedREAD MORE,1
6893,Best in the market! good oneREAD MORE,1
6894,Highly recommended Good quality..READ MORE,1
6895,Just wow! goodREAD MORE,1
6896,Terrific purchase its a good productREAD MORE,1
6897,Good choice goodREAD MORE,1
6898,Best in the market! good product. Thanks for fast delivery.READ MORE,1
6899,Highly recommended superREAD MORE,1
6900,Mind-blowing purchase okREAD MORE,1
6901,Classy product It is goodREAD MORE,1
6902,Could be way better good replacement Service as i first gets a defective productREAD MORE,1
6903,Does the job Nice good priceREAD MORE,1
6904,Awesome goodREAD MORE,1
6905,Best in the market! Very competitive price. Fast delivery.READ MORE,1
6906,Good quality product 100 % originalREAD MORE,1
6907,Really Nice Nice productREAD MORE,1
6908,Very Good NiceREAD MORE,1
6909,"Very Good good shuttle , thanks to Flipkart for a speedy delivery, product is authentic n original.READ MORE",1
6910,Super! Hope the price remains same.Mavis 350 Oginal product. 👍READ MORE,1
6911,Classy product TrustableREAD MORE,1
6912,Must buy! bad qualityREAD MORE,1
6913,Fabulous! OK niceREAD MORE,1
6914,Nice product GoodREAD MORE,1
6915,Classy product great productREAD MORE,1
6916,Terrific purchase bestREAD MORE,1
6917,Really Nice recommended to friend ..genuine productREAD MORE,1
6918,Mind-blowing purchase best quality.READ MORE,1
6919,Very Good best for the intermediate playerREAD MORE,1
6920,Brilliant good dealREAD MORE,1
6921,Terrific niceREAD MORE,1
6922,Worth the money very good productREAD MORE,1
6923,Perfect product! it's a nice product by YonexREAD MORE,1
6924,Terrific purchase nice products and thanks flipcart... for deliveryREAD MORE,1
6925,Highly recommended Prompt delivery and good packaging ...last time wrong and damaged shipment made ..but this time took corrective action..Thank you.READ MORE,1
6926,Just wow! superREAD MORE,1
6927,Just wow! super shuttleREAD MORE,1
6928,Highly recommended Very happy with the product ☺️READ MORE,1
6929,Very Good GoodREAD MORE,1
6930,Best in the market! awesome nice productREAD MORE,1
6931,Classy product fast service.I received it in one dayREAD MORE,1
6932,Must buy! delivery not done how to give ratingREAD MORE,1
6933,Really Nice very nice productREAD MORE,1
6934,Brilliant nice oneREAD MORE,1
6935,Great product Genuine productREAD MORE,1
6936,Quality Very good & nice productREAD MORE,1
6937,Mind-blowing purchase Good qualityREAD MORE,1
6938,Very Good product is nice...packing was worst..1 shuttle had broken inside for dat..delivered on assured day..still need to work on packaging aREAD MORE,1
6939,Classy product quality was goodREAD MORE,1
6940,Mind-blowing purchase fast delivery and nice productREAD MORE,1
6941,Value-for-money supetREAD MORE,1
6942,Good quality product Ideal Good bestREAD MORE,1
6943,Super! GoodREAD MORE,1
6944,Great product Perfect oneREAD MORE,1
6945,Highly recommended Good productREAD MORE,1
6946,Excellent It is very good or u can say best also. I fell in water many time and its still working the bestREAD MORE,1
6947,Fabulous! Got original product from flip cartREAD MORE,1
6948,Fabulous! Thanks for speed dileviredREAD MORE,1
6949,Awesome niceREAD MORE,1
6950,Classy product goodREAD MORE,1
6951,Classy product goodREAD MORE,1
6952,Wonderful excellentREAD MORE,1
6953,Simply awesome very goodREAD MORE,1
6954,Excellent got the best price...thanks FKREAD MORE,1
6955,Very Good product as describedREAD MORE,1
6956,Just wow! niceREAD MORE,1
6957,Highly recommended superREAD MORE,1
6958,Brilliant Excellent delivered productREAD MORE,1
6959,Fabulous! its originalREAD MORE,1
6960,Great product Thank you flip card for the best product. Though it was my first shopping still then it was awesome.READ MORE,1
6961,Value-for-money best shuttle everREAD MORE,1
6962,"Brilliant fantastic original product, if you are having a doubt, just don't worry, go for it .READ MORE",1
6963,Hated it! greatREAD MORE,1
6964,Fair Nice product.. Delivered on time.. Thank you flipkartREAD MORE,1
6965,Must buy! good for practice...READ MORE,1
6966,Useless product no doubt universally the best.READ MORE,1
6967,Horrible Nice and original one.. Go. For itREAD MORE,1
6968,Highly recommended this product is amazing I love itREAD MORE,1
6969,Nice product good product ...READ MORE,1
6970,Fair a good one ..nice durabilityREAD MORE,1
6971,"Fabulous! Good, faster delivery... Thanks flipkart...READ MORE",1
6972,Wonderful worth of moneyREAD MORE,1
6973,Perfect product! received packing looseREAD MORE,0
6974,Unsatisfactory goodREAD MORE,1
6975,Great quality and genuine price!! it's a genuine and of good quality. go for itREAD MORE,1
6976,Terrific purchase many shuttles started having wobbly flight on second day of platingREAD MORE,0
6977,Wonderful Not goodREAD MORE,0
6978,Good choice Good product with on time delivery. Loved it.READ MORE,1
6979,Just okay i was ordered 2 pillars one was damaged but shuttle is goodREAD MORE,1
6980,Just wow! very goodREAD MORE,1
6981,Perfect product! niceREAD MORE,1
6982,Fabulous! nice productREAD MORE,1
6983,Highly recommended awesome product loved itREAD MORE,1
6984,"Classy product Waste product, ball so worst pls next time with good quality. Pls change the next time seller l.READ MORE",0
6985,Pretty good Great shuttles....Even better than the ones available in the shops right now..READ MORE,1
6986,Terrific Good quality shuttles were delivered and I am happy with the purchaseREAD MORE,1
6987,Worth every penny 👌👌👌READ MORE,1
6988,Simply awesome goodREAD MORE,1
6989,Delightful value for moneyREAD MORE,1
6990,Perfect product! shipped within 24 hours. thanks for the quick deliveryREAD MORE,1
6991,Wonderful really worth paying..best suited for outdoor and indoor as wellREAD MORE,1
6992,"Very Good Best one for this budget. Even though I am a badminton novices, I still could feel the difference between this shuttle and other products.This is has very similar characteristics to a feather shuttle but lasts much longer.READ MORE",1
6993,Mind-blowing purchase It's goodREAD MORE,1
6994,Wonderful superREAD MORE,1
6995,Classy product GoodREAD MORE,1
6996,Nice product very nice shuttleREAD MORE,1
6997,Perfect product! good productREAD MORE,1
6998,Just wow! Good. User friendlyREAD MORE,1
6999,Perfect product! satisfiedREAD MORE,1
7000,Brilliant durable and happy with this product.READ MORE,1
7001,Hi good qualityREAD MORE,1
7002,Delightful nice productREAD MORE,1
7003,Does the job good qualityREAD MORE,1
7004,Classy product GoodREAD MORE,1
7005,Wonderful GoodREAD MORE,1
7006,Brilliant Nice shuttleREAD MORE,1
7007,Just wow! goodREAD MORE,1
7008,Highly recommended good shuttlecock.... Can play 8-9 regerous games....READ MORE,1
7009,Nice product v goodREAD MORE,1
7010,Terrific purchase good one.READ MORE,1
7011,Must buy! Value for moneyREAD MORE,1
7012,Must buy! Nice cpcks working goodREAD MORE,1
7013,Super! thats goodREAD MORE,1
7014,Simply awesome It's just what I wanted. Prompt delivery.READ MORE,1
7015,Mind-blowing purchase OutstandingREAD MORE,1
7016,Delightful good product at  low cost in comparision to marketREAD MORE,1
7017,Wonderful goodREAD MORE,1
7018,Must buy! genuine. good product and serviceREAD MORE,1
7019,Worth every penny Nice....READ MORE,1
7020,Fabulous! Very good for both professionals and for training alsoREAD MORE,1
7021,Mind-blowing purchase Thank you. Nice to have at that price.READ MORE,1
7022,Good choice good product in low priceREAD MORE,1
7023,Fabulous! excellent product.simply we get cheaper than market.READ MORE,1
7024,Awesome very good. rate relatively lessREAD MORE,1
7025,Best For Practice thanks to flipkartREAD MORE,1
7026,Highly recommended good productREAD MORE,1
7027,Simply awesome good productREAD MORE,1
7028,Simply awesome WowREAD MORE,1
7029,Excellent superREAD MORE,1
7030,A Very Decent Choice with a reasonable price. GoodREAD MORE,1
7031,Worth every penny gud nice product better to play for training purposesREAD MORE,1
7032,Best in the market! Good for intermediate players. A shuttle lasts for 4 to 6 games.READ MORE,1
7033,Brilliant Received Original productREAD MORE,1
7034,Best delivery very gugREAD MORE,1
7035,Super! Good Shuttle for BeginnersREAD MORE,1
7036,Must buy! very..good productREAD MORE,1
7037,Must buy! Best productREAD MORE,1
7038,Terrific good productREAD MORE,1
7039,Best in the market! Perfect for meREAD MORE,1
7040,Worth the money Found with a Decent price at Flipkart and The Manufacturing date was only three months old. So I am very satisfied with this deal.READ MORE,1
7041,Excellent very goodREAD MORE,1
7042,Terrific superREAD MORE,1
7043,"Simply awesome prfect product, perfect delivery.READ MORE",1
7044,Excellent Shuttles are goodREAD MORE,1
7045,Delightful Superb product and love the fast serive of flipkartREAD MORE,1
7046,Terrific purchase Get Best priceREAD MORE,1
7047,Must buy! Got it delivered very next day..good quality shuttle at this priceREAD MORE,1
7048,Very Good Timely complete service..READ MORE,1
7049,"Perfect product! Nice product,READ MORE",1
7050,Good deal very niceREAD MORE,1
7051,Genuine product best shuttleREAD MORE,1
7052,Just wow! Good  for Daily practiceREAD MORE,1
7053,Must buy! Excellent product.READ MORE,1
7054,Decent product niceREAD MORE,1
7055,Best shuttle for daily badminton practice goodREAD MORE,1
7056,Terrific good productREAD MORE,1
7057,Highly recommended I got what I have expected.....READ MORE,1
7058,Unsatisfactory nice productREAD MORE,1
7059,Awesome quality productREAD MORE,1
7060,Pretty good On time delivery and 699/- is a good price.READ MORE,1
7061,Just wow! Received product in excellent condition. Good packing and quick delivery. Keep it up Flipkart.READ MORE,1
7062,Super! goodREAD MORE,1
7063,Shuttles are duplicate not a yonex delivery is fast as expected... tq ekart logisticsREAD MORE,1
7064,Super! GoodREAD MORE,1
7065,"Mind-blowing purchase Great product at best price at Rs 699 in Flipkart. They new stock as well. The shuttle is slow which is good. Also, the advantage of using this shuttle is that most tournaments hosted here in India at intermediate plus level use Yonex Mavis 350.READ MORE",1
7066,"Mind-blowing purchase perfectly suitable for outdoor, but there is not much diff with local storesREAD MORE",1
7067,Fair Awesome product at this price and amazing services. Love you Flipkart.READ MORE,1
7068,Perfect product! bad productREAD MORE,0
7069,Nice product NiceREAD MORE,1
7070,Highly recommended ExcellentREAD MORE,1
7071,Brilliant Marvelous goodREAD MORE,1
7072,"Classy product product is OK, nicely packed.READ MORE",1
7073,Worth the money This is duplicate product Shuttles are too fast like Red capPls dont buyREAD MORE,0
7074,"Worst experience ever! packing was awesome,no destruction in shuttle,great service,READ MORE",1
7075,Worth the money SuperREAD MORE,1
7076,Wonderful nycREAD MORE,1
7077,All shuttle is not good he is mixing We are playing with mavis 350 from last 5 years. I am buying mavis 350 from flipkart since last 3 years. Off late the quality of shuttles have degraded. The shuttles bought from flipkart are not slow as expected and are quite fast which makes them useless in hardly a game or two. The same when bought from store does not have such problem. This makes me doubt about the quality of shuttles.READ MORE,1
7078,Expected a better product good oneREAD MORE,1
7079,Super! good qualityREAD MORE,1
7080,Super! it is goodREAD MORE,1
7081,Nice product exellent productREAD MORE,1
7082,Worth the money Simply the best oneREAD MORE,1
7083,Decent product Nice one long lastingREAD MORE,1
7084,Pretty good nice no wobbling  fly is perfect its orginal and some one boxes quality is badREAD MORE,0
7085,Disappointed. Duplicate. Quality productREAD MORE,1
7086,Duplicate shuttles on time delivery. The product is original. 100% genuine.READ MORE,1
7087,"Worth the money The seller is mixing good one with duplicates, 3 shuttle out of 6 was of fluctuation speed.  Means flight was not ok,  I almost bought 6 bundles, In kerala official rate 730, but he will give it for 699READ MORE",0
7088,Awesome Product quality is not goodREAD MORE,0
7089,Terrific purchase First class...:)READ MORE,1
7090,Super! NYC and original shuttle.READ MORE,1
7091,Good choice condition is good but is available in market on the same priceREAD MORE,1
7092,Classy product it's goodREAD MORE,1
7093,Very Good Not badREAD MORE,1
7094,Mind-blowing purchase ratewise excellent.READ MORE,1
7095,Nice product Very disappointed with the shuttle quality. 3/6 shuttles wobble in the air. Zero starsREAD MORE,0
7096,"Worst experience ever! I have bought it on Flipkart, I used the shuttle but 2 out of 6 shuttles were very bad and remaining 4 also lasted for half the time how the other original shuttles use to go.READ MORE",0
7097,"Not good good quality, durable and lasting..READ MORE",1
7098,Just wow! goodREAD MORE,1
7099,Fair good productREAD MORE,1
