,Up Votes,Down Votes,Month,Ratings,Review,Year,Sentiment
6477,0.0,0.0,Nov,5,Terrific perfectREAD MORE,2018,Positive
6478,0.0,0.0,Nov,4,Terrific quality of the shuttle is not very good.READ MORE,2018,Positive
6479,0.0,0.0,Nov,1,Worth every penny there is duplicate in some of Flipkart products which I have heard couple of days back but now am facing the issue .. I have used this shuttle very first time from Flipkart and it actually tear off within 20-30 shots I have used 3 shuttles with a span of 40 min. game.  I suggest you kindly purchase from somewhere elseREAD MORE,2018,Negative
6480,0.0,0.0,Nov,4,Moderate Low prices and very good articleREAD MORE,2018,Positive
6481,0.0,0.0,Nov,1,Brilliant very bad shuttle because hiii dammage with in a one gameREAD MORE,2018,Negative
6482,0.0,0.0,Nov,4,Good choice goodREAD MORE,2018,Positive
6483,0.0,0.0,Nov,5,Worth every penny Worth of money product only for rs 675 on sale really I loved this awesomeREAD MORE,2018,Positive
6484,0.0,0.0,Nov,5,Just wow! wonderful productREAD MORE,2018,Positive
6485,0.0,0.0,Nov,4,Terrific excellent productREAD MORE,2018,Positive
6486,0.0,0.0,Nov,4,Delightful found originalREAD MORE,2018,Positive
6487,0.0,0.0,Nov,5,Good choice good one for indore gamesREAD MORE,2018,Positive
6488,0.0,0.0,Nov,5,Worst experience ever! good qualityREAD MORE,2018,Positive
6489,0.0,0.0,Nov,5,Great shuttle but wised if it’s more durable Good Packaging and good productREAD MORE,2018,Positive
6490,0.0,0.0,Nov,2,Very poor waste prouctREAD MORE,2018,Negative
6491,0.0,0.0,Nov,5,Very Good good shuttlesREAD MORE,2018,Positive
6492,0.0,0.0,Nov,4,Perfect product! Good shuttle for outdoor advance player..After 2 days it slightly heavierREAD MORE,2018,Positive
6493,0.0,0.0,Nov,5,Best in the market! Good service thankREAD MORE,2018,Positive
6494,0.0,0.0,Nov,5,Nice product Super I'm very HappyREAD MORE,2018,Positive
6495,0.0,0.0,Nov,5,Hated it! nice good quality product.READ MORE,2018,Positive
6496,0.0,0.0,Nov,4,Best in the market! quality is low but okeyREAD MORE,2018,Positive
6497,0.0,0.0,Nov,4,Classy product very niceREAD MORE,2018,Positive
6498,0.0,0.0,Nov,1,Nice product is very good but worst packing by flipkart product got damage because of packing .READ MORE,2018,Negative
6499,0.0,0.0,Nov,4,Good choice Great shuttle but wised if it’s more durableREAD MORE,2018,Positive
6500,0.0,0.0,Nov,1,Terrible product quality not good as expectedREAD MORE,2018,Negative
6501,0.0,0.0,Nov,4,Brilliant GoodREAD MORE,2018,Positive
6502,0.0,0.0,Nov,5,Good awsmREAD MORE,2018,Positive
6503,0.0,0.0,Nov,5,Great product delivery on tym.... satisfy with productsREAD MORE,2018,Positive
6504,0.0,0.0,Nov,4,Good choice very niceREAD MORE,2018,Positive
6505,0.0,0.0,Nov,1,Super! don't to buy this product. totally duplicate.READ MORE,2018,Negative
6506,0.0,0.0,Nov,5,Super! awesome as usualREAD MORE,2018,Positive
6507,0.0,0.0,Nov,5,Fair original shuttle carkREAD MORE,2018,Positive
6508,0.0,0.0,Nov,3,Super! serve the purposeREAD MORE,2018,Neutral
6509,0.0,0.0,Nov,4,Fabulous! goodREAD MORE,2018,Positive
6510,0.0,0.0,Nov,1,Highly recommended Received packed was crushed at flat cap  due to which one shuttle was pressed & uselessREAD MORE,2018,Negative
6511,0.0,0.0,Nov,5,Terrific purchase beat shuttleREAD MORE,2018,Positive
6512,0.0,0.0,Nov,3,Awesome good product but lost 2 shuttles in 5 days not for professionalsREAD MORE,2018,Neutral
6513,0.0,1.0,Nov,5,"Did not meet expectations Best suitable for indoor practice , durable and value for money.READ MORE",2018,Positive
6514,0.0,0.0,Nov,4,Value-for-money goodREAD MORE,2018,Positive
6515,0.0,0.0,Nov,5,"Pretty good delivered on time and good product, giving review after completely usedREAD MORE",2018,Positive
6516,0.0,0.0,Nov,5,Good choice this is a bad productREAD MORE,2018,Positive
6517,0.0,0.0,Nov,3,Terrific good oneREAD MORE,2018,Neutral
6518,0.0,0.0,Nov,5,Great product Nice product tiemly provided....READ MORE,2018,Positive
6519,0.0,0.0,Nov,5,Terrific purchase niceREAD MORE,2018,Positive
6520,0.0,0.0,Nov,5,Very Good good product valuableREAD MORE,2018,Positive
6521,0.0,0.0,Nov,5,Delightful original....READ MORE,2018,Positive
6522,0.0,0.0,Nov,5,Useless product good one and with cheaper pricrREAD MORE,2018,Positive
6523,0.0,0.0,Nov,1,Just okay defective productREAD MORE,2018,Negative
6524,0.0,0.0,Nov,4,Moderate Good quality shuttle...bad packing while delivery..tin was twisted due to the tight packing...hope better delivery next timeREAD MORE,2018,Positive
6525,0.0,0.0,Nov,4,Mind-blowing purchase super productREAD MORE,2018,Positive
6526,0.0,0.0,Nov,4,Hated it! Good quality I suggest you.....READ MORE,2018,Positive
6527,0.0,0.0,Nov,5,Best in the market! GoodREAD MORE,2018,Positive
6528,0.0,0.0,Nov,5,Excellent flipkart assured always the best😁READ MORE,2018,Positive
6529,0.0,0.0,Nov,5,Awesome There is no dpubt that mavis 350 is one of the best shuttlecocks in this price range... I always purchase this for playing match with friends...i am happy with flipkartREAD MORE,2018,Positive
6530,0.0,0.0,Nov,4,Wonderful it is better than previous ones. I have purchased it before also via flipkart but that was worst. but I like it. go for it ..READ MORE,2018,Positive
6531,0.0,0.0,Nov,4,Decent product gud productREAD MORE,2018,Positive
6532,0.0,0.0,Nov,1,Good quality product felt it's pretty slowREAD MORE,2018,Negative
6533,0.0,0.0,Nov,3,Wonderful Product is good but delaye deliveredREAD MORE,2018,Neutral
6534,0.0,0.0,Nov,1,"Horrible Not Good Quality of product, not as per Yonex stander.after few games only, product gets damaged.READ MORE",2018,Negative
6535,0.0,0.0,Nov,5,Slightly disappointed best of bestREAD MORE,2018,Positive
6536,0.0,0.0,Nov,1,Brilliant it's very heavy.. my racquet string is gone due to heavy weight of the shuttlecorkREAD MORE,2018,Negative
6537,0.0,0.0,Nov,5,Good nice product must buyREAD MORE,2018,Positive
6538,0.0,0.0,Nov,5,Simply awesome 2 days a single shettle is being usedREAD MORE,2018,Positive
6539,0.0,0.0,Nov,5,Does the job niceREAD MORE,2018,Positive
6540,0.0,0.0,Nov,4,Terrific purchase niceREAD MORE,2018,Positive
6541,0.0,0.0,Nov,3,Value-for-money Product is good.. but the packaging wasn't being taken care off properly. The box which I received was a bit squeezed from two sides damaging one shuttle inside the box.READ MORE,2018,Neutral
6542,0.0,0.0,Nov,4,Must buy! very niceREAD MORE,2018,Positive
6543,0.0,0.0,Nov,5,Great product Buyed most time...READ MORE,2018,Positive
6544,0.0,0.0,Nov,1,Fair worest product don't take anyoneREAD MORE,2018,Negative
6545,0.0,0.0,Nov,2,Mind-blowing purchase These days Mavis 350 shuttlebox containing duplicate shuttles. Got 3 shuttles as lite weight which are not suitable to play. Other 3 shuttles are good. Purchased 2 shuttleboxes and both are same. Not sure if it is the problem with Flipkart seller or manufacturing problemREAD MORE,2018,Negative
6546,0.0,0.0,Nov,5,Must buy! goodREAD MORE,2018,Positive
6547,0.0,0.0,Nov,3,Expected a better product quality is not goodREAD MORE,2018,Neutral
6548,0.0,0.0,Nov,5,Mind-blowing purchase Quality as expected (good) it's made in Japan not Chinese product and got it at rs 578 only I enquired everywhere it's not less than 750 rupees....I would say go for it.READ MORE,2018,Positive
6549,0.0,0.0,Nov,3,Mind-blowing purchase the shuttle  damaging after few gamesREAD MORE,2018,Neutral
6550,0.0,0.0,Nov,5,Classy product goodREAD MORE,2018,Positive
6551,0.0,0.0,Nov,4,Worth every penny goodREAD MORE,2018,Positive
6552,0.0,0.0,Nov,5,Utterly Disappointed niceREAD MORE,2018,Positive
6553,0.0,0.0,Nov,5,Good quality product very niceREAD MORE,2018,Positive
6554,0.0,0.0,Oct,3,Did not meet expectations okREAD MORE,2018,Neutral
6555,0.0,0.0,Oct,5,Highly recommended go for.it original product 😍READ MORE,2018,Positive
6556,0.0,0.0,Oct,5,Worth every penny Supar productREAD MORE,2018,Positive
6557,0.0,0.0,Oct,2,Did not meet expectations Quality of the shuttle is not at all good after playing for 15-20 min got breakage in the middle of the shuttle and breakage in the cork made us dissatisfied with the product....READ MORE,2018,Negative
6558,0.0,0.0,Oct,5,Best in the market! Good one. Received original product.  Thanks to FlipkartREAD MORE,2018,Positive
6559,0.0,0.0,Oct,5,Fabulous! Good qualityREAD MORE,2018,Positive
6560,0.0,0.0,Oct,5,Pretty good greatREAD MORE,2018,Positive
6561,0.0,0.0,Oct,5,Awesome goodREAD MORE,2018,Positive
6562,0.0,0.0,Oct,1,Awesome worest product dont by itREAD MORE,2018,Negative
6563,0.0,0.0,Oct,4,Excellent maximum shuttle are shape outREAD MORE,2018,Positive
6564,0.0,0.0,Oct,1,Mind-blowing purchase qualitywise is not goodREAD MORE,2018,Negative
6565,0.0,0.0,Oct,5,Good choice GoodREAD MORE,2018,Positive
6566,0.0,0.0,Oct,5,Terrific good as alwayREAD MORE,2018,Positive
6567,0.0,0.0,Oct,1,Excellent not goodREAD MORE,2018,Negative
6568,0.0,0.0,Oct,5,"Good quality product awesome, original & fresh productREAD MORE",2018,Positive
6569,0.0,0.0,Oct,5,Wonderful superREAD MORE,2018,Positive
6570,0.0,0.0,Oct,4,Fabulous! very nice thnks for flipkartREAD MORE,2018,Positive
6571,0.0,0.0,Oct,5,Terrific delivery done in time.READ MORE,2018,Positive
6572,0.0,0.0,Oct,5,Value-for-money Best value for price...... Better than any shutttleREAD MORE,2018,Positive
6573,0.0,0.0,Oct,5,Nice Very niceREAD MORE,2018,Positive
6574,0.0,0.0,Oct,5,Mind-blowing purchase cheapest when compared to the market priceREAD MORE,2018,Positive
6575,0.0,0.0,Oct,4,Waste of money! Packing is very bad.READ MORE,2018,Positive
6576,0.0,0.0,Oct,5,Super! Good.READ MORE,2018,Positive
6577,0.0,0.0,Oct,5,Good nice shuttleREAD MORE,2018,Positive
6578,0.0,0.0,Oct,4,Nice product NiceREAD MORE,2018,Positive
6579,0.0,0.0,Oct,4,Super! Good product....READ MORE,2018,Positive
6580,0.0,0.0,Oct,5,Wonderful GoodREAD MORE,2018,Positive
6581,0.0,0.0,Oct,5,Best in the market! Satisfied with the productREAD MORE,2018,Positive
6582,0.0,0.0,Oct,4,Mind-blowing purchase this is good shuttle but i found mavis 2000 more durable...READ MORE,2018,Positive
6583,0.0,0.0,Oct,3,Delightful The box of shuttle was dented. seems like the delivery boy has kept lots of items on it and the box shape was distorted. shuttles are fine.READ MORE,2018,Neutral
6584,0.0,0.0,Oct,5,Very Good best qualityREAD MORE,2018,Positive
6585,0.0,0.0,Oct,1,Must buy! goodREAD MORE,2018,Negative
6586,0.0,0.0,Oct,5,Brilliant excellentREAD MORE,2018,Positive
6587,0.0,0.0,Oct,3,Worth the money nice...READ MORE,2018,Neutral
6588,0.0,0.0,Oct,4,Simply awesome Nceee one and useful for Intermediate ppl'sREAD MORE,2018,Positive
6589,0.0,0.0,Oct,5,"Brilliant competitive price, fast deliveryREAD MORE",2018,Positive
6590,0.0,0.0,Oct,4,Worst experience ever! good shuttleREAD MORE,2018,Positive
6591,0.0,0.0,Oct,5,Worst experience ever! excellentREAD MORE,2018,Positive
6592,0.0,0.0,Oct,5,Must buy! Best Shuttle Ever For Basminton...READ MORE,2018,Positive
6593,0.0,0.0,Oct,4,"Must buy! 4 used, 2good, 1ok, 1 Cork got deformed in just 1game.READ MORE",2018,Positive
6594,0.0,0.0,Oct,4,Horrible goodREAD MORE,2018,Positive
6595,0.0,0.0,Oct,5,Worthless superb quality ....i satisfied thanks to flip kart..READ MORE,2018,Positive
6596,0.0,0.0,Oct,5,Just wow! Wonderful shuttlesREAD MORE,2018,Positive
6597,0.0,0.0,Oct,4,Decent product tnx to teamREAD MORE,2018,Positive
6598,0.0,0.0,Oct,5,Highly recommended okREAD MORE,2018,Positive
6599,0.0,0.0,Oct,5,Awesome Good quality...New stockREAD MORE,2018,Positive
6600,0.0,0.0,Oct,1,Wonderful online purchased yonex Mavis 350 is not Good quality.... don't purchase ...READ MORE,2018,Negative
6601,0.0,0.0,Oct,1,Best in the market! nice qualotyREAD MORE,2018,Negative
6602,0.0,0.0,Oct,5,Fabulous! Authentic product... new stock... great price ... bought at 610 ...READ MORE,2018,Positive
6603,0.0,0.0,Oct,5,Super! NiceREAD MORE,2018,Positive
6604,0.0,0.0,Oct,1,Terrific Item is good..but ekart service is very very bad..READ MORE,2018,Negative
6605,0.0,0.0,Oct,1,Awesome Poor quality materialREAD MORE,2018,Negative
6606,0.0,0.0,Oct,5,Nice Excellant iobREAD MORE,2018,Positive
6607,0.0,0.0,Oct,3,Good choice Packing was pathetic. Completely damaged..box was broken... Slightly damaged cork.. Never expected this from flipkartREAD MORE,2018,Neutral
6608,0.0,0.0,Oct,5,Perfect product! Don't know why I am even writing a review. Everyone probably knows 350 is the best.READ MORE,2018,Positive
6609,0.0,0.0,Oct,5,Wonderful Good productREAD MORE,2018,Positive
6610,0.0,0.0,Oct,5,"Just wow! replacement came bit late, perfect shuttle with perfect priceREAD MORE",2018,Positive
6611,0.0,0.0,Oct,5,Hated it! Prompt Delivery and Product is as expected.READ MORE,2018,Positive
6612,0.0,0.0,Oct,5,Worth the money Excellent for Badminton court.. And especially  beginnersREAD MORE,2018,Positive
6613,0.0,0.0,Oct,5,Did not meet expectations good productREAD MORE,2018,Positive
6614,0.0,0.0,Oct,5,Excellent goodREAD MORE,2018,Positive
6615,0.0,0.0,Oct,5,Simply awesome superb niceREAD MORE,2018,Positive
6616,0.0,0.0,Oct,3,Classy product niceREAD MORE,2018,Neutral
6617,0.0,0.0,Oct,4,"Fair delivery is too bad .,,...but product is goodREAD MORE",2018,Positive
6618,0.0,0.0,Oct,5,Really Nice niceREAD MORE,2018,Positive
6619,0.0,0.0,Oct,5,Brilliant goodREAD MORE,2018,Positive
6620,0.0,0.0,Oct,5,Not recommended at all originalREAD MORE,2018,Positive
6621,0.0,0.0,Oct,1,Awesome low qualityREAD MORE,2018,Negative
6622,0.0,0.0,Oct,4,Terrific greatREAD MORE,2018,Positive
6623,0.0,0.0,Oct,1,Fabulous! The shuttles look genuine but are suuuperrrrr slow. Can't play with them. Really disappointed.READ MORE,2018,Negative
6624,0.0,0.0,Oct,5,Classy product Very bad quality shuttle.....and very very pathetic packing....READ MORE,2018,Positive
6625,0.0,0.0,Oct,5,Happy. Delivery was super.Product is goodREAD MORE,2018,Positive
6626,0.0,0.0,Oct,5,Good AmazingREAD MORE,2018,Positive
6627,0.0,0.0,Oct,3,Great product one or tow damageREAD MORE,2018,Neutral
6628,0.0,0.0,Oct,4,Wonderful thanksREAD MORE,2018,Positive
6629,0.0,0.0,Oct,5,Horrible Best buy. Good quality Shuttle. No cons.READ MORE,2018,Positive
6630,0.0,0.0,Oct,1,Just okay very bad qualityREAD MORE,2018,Negative
6631,0.0,0.0,Oct,5,Excellent Good quality..READ MORE,2018,Positive
6632,0.0,0.0,Oct,5,Just wow! very much delayed delivery. product is genuine.READ MORE,2018,Positive
6633,0.0,0.0,Oct,5,Best in the market! nice shuttleREAD MORE,2018,Positive
6634,0.0,0.0,Oct,5,Not recommended at all PerfectREAD MORE,2018,Positive
6635,0.0,0.0,Oct,5,Great product All shuttles were in good condition.READ MORE,2018,Positive
6636,0.0,0.0,Oct,3,Just wow! GoodREAD MORE,2018,Neutral
6637,0.0,0.0,Oct,5,playing with this since very long nice product and speedy deliveryREAD MORE,2018,Positive
6638,0.0,0.0,Oct,5,Very Good niceREAD MORE,2018,Positive
6639,0.0,0.0,Oct,1,4 The box had got crushed in the cardboard box. Please don't pack in thin cardboard boxes. Instead pack it in plastic covers along with the bubble sheet wrapped around the box. This way the shuttles won't get damaged. Slightly out of shape......the shuttlles will not perform at all... So next time I order shuttles I expect a proper delivery without damage or else I will return.READ MORE,2018,Negative
6640,0.0,0.0,Oct,3,"Super! Out of 6 shuttle , 4 of them were good,  2 of them were bad.READ MORE",2018,Neutral
6641,0.0,0.0,Oct,5,Very poor Nice productsREAD MORE,2018,Positive
6642,0.0,0.0,Oct,5,Highly recommended good qualityREAD MORE,2018,Positive
6643,0.0,0.0,Oct,5,Perfect product! Nice product by FlipkartREAD MORE,2018,Positive
6644,0.0,0.0,Oct,1,Terrific purchase not goodREAD MORE,2018,Negative
6645,0.0,0.0,Oct,5,Fabulous! it's original. You can check it on Yonex website. and it is definitely at lower price than nearby shopsREAD MORE,2018,Positive
6646,0.0,0.0,Oct,5,Must buy! superb product and delivered before expected dateREAD MORE,2018,Positive
6647,0.0,0.0,Oct,5,Worst experience ever! I am a regular user of this product. I am happy that i bought it on deal.READ MORE,2018,Positive
6648,0.0,0.0,Oct,4,"Great product Very good, slow shuttle speed like pro shuttles. Balanced , durable.Go for it.READ MORE",2018,Positive
6649,0.0,0.0,Oct,4,Terrific Very goodREAD MORE,2018,Positive
6650,0.0,0.0,Oct,5,Perfect product! Quality is good.READ MORE,2018,Positive
6651,0.0,0.0,Oct,1,Wonderful bad qualityREAD MORE,2018,Negative
6652,0.0,0.0,Oct,5,Good choice it's genuine . correct flight for outdoor conditionREAD MORE,2018,Positive
6653,0.0,0.0,Oct,5,Highly recommended nice shuttleREAD MORE,2018,Positive
6654,0.0,0.0,Oct,5,Value-for-money awesome productREAD MORE,2018,Positive
6655,0.0,0.0,Oct,5,Best in the market! Good productREAD MORE,2018,Positive
6656,0.0,0.0,Oct,5,Delightful Genuine productREAD MORE,2018,Positive
6657,0.0,0.0,Oct,1,Wonderful Quality is not good enoughREAD MORE,2018,Negative
6658,0.0,0.0,Oct,5,Great product Best shuttle out there for every talent group.READ MORE,2018,Positive
6659,0.0,0.0,Oct,5,Worth every penny I always preffered Mavis 350 Slow for My indoor Court. Best one 👌👌READ MORE,2018,Positive
6660,0.0,0.0,Oct,5,Great product goodREAD MORE,2018,Positive
6661,0.0,0.0,Oct,5,Best in the market! As expected nice quality and quantity.READ MORE,2018,Positive
6662,0.0,0.0,Oct,4,Wonderful useable...goodREAD MORE,2018,Positive
6663,0.0,0.0,Oct,5,Useless product Product is in good condition and received on timely also the behaviour of the sales is very politeREAD MORE,2018,Positive
6664,0.0,0.0,Oct,4,Did not meet expectations Good and fast shuttle..lasts longREAD MORE,2018,Positive
6665,0.0,0.0,Oct,5,Bad quality GoodREAD MORE,2018,Positive
6666,0.0,0.0,Oct,4,Worst experience ever! nice shuttles.... although it gets bit fast after few shotsREAD MORE,2018,Positive
6667,0.0,0.0,Oct,5,Absolute rubbish! On-time deliveryREAD MORE,2018,Positive
6668,0.0,0.0,Oct,5,"Worth every penny nice,READ MORE",2018,Positive
6669,0.0,0.0,Oct,5,Great product For daily practice the best shuttle you can have. Very SatisfiedREAD MORE,2018,Positive
6670,0.0,0.0,Oct,5,Delightful Very nice shuttles compared to other shuttles it's very goodREAD MORE,2018,Positive
6671,0.0,0.0,Oct,5,Highly recommended great price 609 and good qualityREAD MORE,2018,Positive
6672,0.0,0.0,Oct,4,Good good ... just used one but it lasted long... as little experienced find the slowing down of cork little awkwardREAD MORE,2018,Positive
6673,0.0,0.0,Oct,1,Could be way better flirty quality corckREAD MORE,2018,Negative
6674,0.0,0.0,Oct,1,Excellent very worst quality after playing 2 to 3 games cork HOVERINGREAD MORE,2018,Negative
6675,0.0,0.0,Oct,2,"Terrible product product is good, but worst customer service took them 2 weeks to deliver itREAD MORE",2018,Negative
6676,0.0,0.0,Oct,1,Simply awesome counterfeit productREAD MORE,2018,Negative
6677,0.0,0.0,Oct,1,Classy product poor qualityREAD MORE,2018,Negative
6678,0.0,0.0,Oct,5,"Just wow! Long lasting,nice one,good smashe,good qualityREAD MORE",2018,Positive
6679,0.0,0.0,Oct,5,Excellent Long durable  superb ShuttleREAD MORE,2018,Positive
6680,0.0,0.0,Oct,4,Must buy! Not badREAD MORE,2018,Positive
6681,0.0,0.0,Oct,5,Fabulous! Slow is betterREAD MORE,2018,Positive
6682,0.0,0.0,Oct,3,Wonderful quality is not goodREAD MORE,2018,Neutral
6683,0.0,0.0,Oct,2,Best in the market! the shuttle box was tampered and shuttled tooREAD MORE,2018,Negative
6684,0.0,0.0,Oct,5,Highly recommended I am be happyREAD MORE,2018,Positive
6685,0.0,0.0,Oct,1,Worth every penny oldREAD MORE,2018,Negative
6686,0.0,0.0,Oct,5,"Brilliant Worth to buy, lasting for two days for two hours of play.READ MORE",2018,Positive
6687,0.0,0.0,Oct,5,Expected a better product good value for moneyREAD MORE,2018,Positive
6688,0.0,0.0,Oct,5,Perfect product! Good product... long lastingREAD MORE,2018,Positive
6689,0.0,0.0,Oct,5,Fabulous! Good.. Nice quality and useful priceREAD MORE,2018,Positive
6690,0.0,0.0,Oct,5,Worth every penny Super Excellent product at best price.... It also original verified....READ MORE,2018,Positive
6691,0.0,0.0,Oct,5,Worth every penny available cheaper in local sports ShopREAD MORE,2018,Positive
6692,0.0,0.0,Oct,5,Excellent superREAD MORE,2018,Positive
6693,0.0,0.0,Oct,5,Terrific niceREAD MORE,2018,Positive
6694,0.0,0.0,Oct,5,Nice nice productREAD MORE,2018,Positive
6695,0.0,0.0,Oct,5,Nice it's worth of moneyREAD MORE,2018,Positive
6696,0.0,0.0,Oct,5,Fabulous! very goodREAD MORE,2018,Positive
6697,0.0,0.0,Oct,2,Great product goodREAD MORE,2018,Negative
6698,0.0,0.0,Oct,5,"Fair The product is awesome, got the delivery in 2 days.READ MORE",2018,Positive
6699,0.0,0.0,Oct,5,Brilliant good cualityREAD MORE,2018,Positive
6700,0.0,0.0,Oct,5,Super! GoodREAD MORE,2018,Positive
6701,0.0,0.0,Oct,5,Nice product yonex 350 upto markREAD MORE,2018,Positive
6702,0.0,0.0,Oct,5,Does the job The best shuttleREAD MORE,2018,Positive
6703,0.0,0.0,Oct,5,Highly recommended Excellent productREAD MORE,2018,Positive
6704,0.0,0.0,Oct,3,Good quality product Quality is not so goodREAD MORE,2018,Neutral
6705,0.0,0.0,Oct,3,Great product goodREAD MORE,2018,Neutral
6706,0.0,0.0,Oct,5,Terrific purchase Good proddectREAD MORE,2018,Positive
6707,0.0,0.0,Oct,5,Very Good really nice.....very durable and nice quality al well... perfect for practicing professional and for regular use tooREAD MORE,2018,Positive
6708,0.0,0.0,Oct,3,Highly recommended goodREAD MORE,2018,Neutral
6709,0.0,0.0,Oct,5,Worth the money GooodREAD MORE,2018,Positive
6710,0.0,0.0,Oct,5,Simply awesome amazingREAD MORE,2018,Positive
6711,0.0,0.0,Oct,4,Excellent not badREAD MORE,2018,Positive
6712,0.0,0.0,Oct,3,Nice Quality of product is very poor. Green cap is recommended for slow. But It was fast while playingREAD MORE,2018,Neutral
6713,0.0,0.0,Oct,5,Just wow! superREAD MORE,2018,Positive
6714,0.0,0.0,Oct,4,Fabulous! nice oneREAD MORE,2018,Positive
6715,0.0,0.0,Oct,5,Nice product slow shuttle with good flight and superb accuracy.READ MORE,2018,Positive
6716,0.0,0.0,Oct,5,Must buy! goodREAD MORE,2018,Positive
6717,0.0,0.0,Oct,4,Nice product very goodREAD MORE,2018,Positive
6718,0.0,0.0,Oct,5,Wonderful GoodREAD MORE,2018,Positive
6719,0.0,0.0,Oct,4,Brilliant Many a time when I buy shuttlecocks from elsewhere it starts wobbling after a match or so. But these shuttles were great. A single shuttle  easily last around 10 matches. Reliable I would say! And on time delivery by Flipkart.READ MORE,2018,Positive
6720,0.0,0.0,Oct,5,Excellent Very nice quality and especially for indoor this colored ones helps for better Visibility.READ MORE,2018,Positive
6721,0.0,0.0,Oct,5,Simply awesome nice productREAD MORE,2018,Positive
6722,0.0,0.0,Oct,3,Not good A couple of shuttles had more speed than expected. Overall good product.READ MORE,2018,Neutral
6723,0.0,0.0,Oct,5,Highly recommended NiceREAD MORE,2018,Positive
6724,0.0,0.0,Oct,5,Brilliant AmazingREAD MORE,2018,Positive
6725,0.0,0.0,Oct,4,Classy product its a very good productREAD MORE,2018,Positive
6726,0.0,0.0,Oct,5,Fabulous! always preferred choice this one...I like itREAD MORE,2018,Positive
6727,0.0,0.0,Oct,4,Brilliant good quality but on the slower side even for outdoor.READ MORE,2018,Positive
6728,0.0,0.0,Oct,5,Wonderful excellent product thanksREAD MORE,2018,Positive
6729,0.0,0.0,Oct,5,Good Very nycREAD MORE,2018,Positive
6730,0.0,0.0,Oct,5,Excellent product is as expected. but the one that I am very satisfied is with the delivery. ordered the night before and received the product in hand by 8AM next day. 5/5 to the seller for quick deliveryREAD MORE,2018,Positive
6731,0.0,0.0,Oct,5,Classy product niceREAD MORE,2018,Positive
6732,0.0,0.0,Oct,2,Highly recommended goodREAD MORE,2018,Negative
6733,0.0,0.0,Oct,5,Terrific Excellent product with very fast delivery ...wonderful service Flip KartREAD MORE,2018,Positive
6734,0.0,0.0,Sep,5,Classy product excellentREAD MORE,2018,Positive
6735,0.0,0.0,Sep,5,Excellent goodREAD MORE,2018,Positive
6736,0.0,0.0,Sep,5,Fabulous! supperREAD MORE,2018,Positive
6737,0.0,0.0,Sep,5,Mind-blowing purchase highly durableREAD MORE,2018,Positive
6738,0.0,0.0,Sep,5,Classy product superbREAD MORE,2018,Positive
6739,0.0,0.0,Sep,3,Super! better 👍READ MORE,2018,Neutral
6740,0.0,0.0,Sep,5,Just wow! PRODUCT IS OF VERY GOOD QUALITY BUT PROPER ATTENTION SHOULD BE GIVEN TO DELICATE ITEMS DURING TRANSPORTATION.READ MORE,2018,Positive
6741,0.0,0.0,Sep,5,Fabulous! good qualityREAD MORE,2018,Positive
6742,0.0,0.0,Sep,5,Horrible Good product.Worth for priceREAD MORE,2018,Positive
6743,0.0,0.0,Sep,5,Fabulous! wonderfulREAD MORE,2018,Positive
6744,0.0,0.0,Sep,5,Excellent fineREAD MORE,2018,Positive
6745,0.0,0.0,Sep,5,Terrific Very good product..READ MORE,2018,Positive
6746,0.0,0.0,Sep,5,Simply awesome awesomeREAD MORE,2018,Positive
6747,0.0,0.0,Sep,5,Just okay this is original yonex good shuttle lasts long and flight path is excellent for outdoorsREAD MORE,2018,Positive
6748,0.0,0.0,Sep,5,Terrific Nice productREAD MORE,2018,Positive
6749,0.0,0.0,Sep,5,Wonderful fast delivery ....thanks fksuper original productsREAD MORE,2018,Positive
6750,0.0,0.0,Sep,5,Expected a better product nice productREAD MORE,2018,Positive
6751,0.0,0.0,Sep,5,Expected a better product goodREAD MORE,2018,Positive
6752,0.0,0.0,Sep,1,Worth every penny packing of the box is not good one of the shuttle got tear due to worst packingREAD MORE,2018,Negative
6753,0.0,0.0,Sep,5,Wonderful nice productREAD MORE,2018,Positive
6754,0.0,0.0,Sep,5,Terrific purchase Good productREAD MORE,2018,Positive
6755,0.0,0.0,Sep,5,Nice product no words... simply superbREAD MORE,2018,Positive
6756,0.0,0.0,Sep,5,Perfect product! goodREAD MORE,2018,Positive
6757,0.0,0.0,Sep,3,Worth every penny fast shuttles.READ MORE,2018,Neutral
6758,0.0,0.0,Sep,5,Best in the market! goodREAD MORE,2018,Positive
6759,0.0,0.0,Sep,5,Brilliant best shuttle thanku flippant ☺😊😇😇READ MORE,2018,Positive
6760,0.0,0.0,Sep,2,Nice Product is not goodREAD MORE,2018,Negative
6761,0.0,0.0,Sep,2,"Really Nice I honestly had a bad experience with it. The shuttles looked fine but after 3-4 games, I would say intermediate level, it started tearing off.READ MORE",2018,Negative
6762,0.0,0.0,Sep,5,Nice product Happy with this productREAD MORE,2018,Positive
6763,0.0,0.0,Sep,5,Super! exlent superREAD MORE,2018,Positive
6764,0.0,0.0,Sep,5,Super! Very goodREAD MORE,2018,Positive
6765,0.0,0.0,Sep,4,Good reliable shuttle! RecommendREAD MORE,2018,Positive
6766,0.0,0.0,Sep,5,Excellent GoodREAD MORE,2018,Positive
6767,0.0,0.0,Sep,5,Just wow! It is best product. I am using it from one month it is still goodREAD MORE,2018,Positive
